CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND7,CAND_IND8,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1565,1,1,146,33,5,22,16,24,125,4,8,3,3,0,0,3,1,1,0,10,5,0,0,409,0,7,416,728
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1566,2,2,235,42,5,9,29,45,249,2,14,1,7,0,0,13,2,2,4,8,9,1,1,678,0,19,697,1464
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1567,2,2,253,22,7,24,22,46,253,3,15,5,0,0,0,22,5,1,3,16,7,0,0,704,0,24,728,1490
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1568,5,5,360,32,7,32,59,57,547,8,13,15,6,0,0,52,6,10,3,22,6,0,0,1235,0,43,1278,3087
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1569,2,2,142,12,5,16,18,21,178,2,5,6,1,0,0,22,1,4,0,9,0,0,0,442,0,11,453,971
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1570,2,2,117,19,3,5,16,22,218,1,5,6,3,0,0,13,0,1,5,8,2,2,0,446,0,15,461,1020
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1571,6,6,621,63,18,57,103,121,698,10,23,21,11,0,0,53,4,14,19,53,2,2,1,1894,1,38,1933,4374
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1572,5,5,493,59,8,42,62,113,602,11,19,19,12,0,0,45,8,7,8,40,5,3,1,1557,0,52,1609,3361
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1573,3,3,361,33,15,23,34,41,304,5,10,3,7,0,0,20,3,3,14,17,6,2,1,902,0,15,917,2012
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1574,1,1,28,10,1,6,12,17,89,0,2,3,2,0,0,3,0,0,2,3,0,1,0,179,0,4,183,380
