CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,VIDA_NL,ESO,LIBERAL,PESNL,JUSTICIALISTA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,3,0,C03,0,2,4,1,39,1,64,179,11,1,0,0,0,0,0,0,0,0,302,0,11,313,741,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,4,0,C04,0,6,8,1,22,8,70,123,8,4,5,1,3,0,1,0,0,0,260,0,12,272,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,5,0,C05,0,10,7,2,34,10,75,132,8,0,11,1,0,1,0,0,0,0,291,0,11,302,741,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,6,0,C06,0,9,6,0,32,5,87,129,6,2,14,1,2,0,0,0,0,0,293,1,9,303,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,7,0,C07,0,3,4,1,34,4,76,143,10,2,10,1,1,0,0,0,0,0,289,0,11,300,741,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,8,0,C08,0,11,5,1,36,10,59,146,8,2,14,0,1,0,0,0,0,0,293,0,8,301,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,9,0,C09,0,7,7,0,30,4,66,108,10,2,19,1,0,0,1,0,0,0,255,0,11,266,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,10,0,C10,0,5,4,2,41,7,63,154,4,0,7,1,0,0,0,0,0,0,288,0,10,298,741,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,11,0,C11,0,5,9,0,34,4,61,124,7,1,17,1,0,1,0,0,0,0,264,0,8,272,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,12,0,C12,0,8,11,1,29,3,65,134,13,2,8,1,1,0,0,0,0,0,276,0,9,285,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,13,0,C13,0,6,3,1,38,8,77,129,2,2,11,1,0,1,0,0,0,0,279,0,6,285,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,14,0,C14,0,8,7,1,33,7,69,126,11,1,10,0,0,2,0,1,0,0,276,0,10,286,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,15,0,C15,0,10,1,2,32,7,80,121,5,2,21,0,1,1,0,0,0,0,283,0,7,290,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,16,0,C16,0,4,11,5,32,8,80,146,10,4,9,1,0,0,1,0,0,0,311,0,5,316,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,17,0,C17,0,8,5,0,45,7,73,127,5,2,12,1,0,0,0,0,0,0,285,0,8,293,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2307,C,18,0,C18,0,8,7,2,43,3,68,144,8,2,12,0,0,0,0,0,0,0,297,0,7,304,741,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2547,B,1,0,B,0,6,10,0,42,15,69,108,6,3,4,1,0,0,0,0,0,0,264,0,5,269,702,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2547,C,1,0,C01,0,9,6,2,42,10,50,110,7,1,7,0,1,0,0,0,0,0,245,0,11,256,701,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2547,C,2,0,C02,0,3,12,0,33,10,58,108,6,8,0,0,0,0,0,0,0,0,238,0,6,244,701,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2547,C,3,0,C03,0,10,9,3,53,8,61,96,5,3,4,1,1,3,0,0,0,0,257,0,1,258,701,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2547,C,4,0,C04,0,12,5,1,51,11,61,91,7,4,9,0,0,0,0,0,0,0,252,0,11,263,701,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2547,C,5,0,C05,0,7,11,0,33,10,55,90,12,1,3,0,1,1,0,0,0,0,224,0,9,233,701,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2547,C,6,0,C06,0,5,8,0,38,11,62,87,4,6,2,0,0,0,0,0,0,0,223,0,19,242,701,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2548,B,1,0,B,0,6,6,0,53,7,61,110,5,1,4,1,0,0,0,0,0,0,254,0,5,259,631,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2548,C,1,0,C01,0,10,8,0,45,14,60,111,14,0,1,0,1,2,0,0,0,0,266,0,8,274,631,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2548,C,2,0,C02,0,5,3,0,41,11,53,98,7,5,4,1,0,1,0,0,0,0,229,0,3,232,631,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2548,C,3,0,C03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2548,C,4,0,C04,0,4,9,1,32,7,48,99,9,1,3,1,0,0,0,0,0,0,214,1,8,223,630,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2548,C,5,0,C05,0,11,5,1,50,7,52,68,6,1,5,2,1,0,0,0,0,0,209,0,6,215,630,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2823,B,1,0,B,0,7,10,0,35,9,60,106,17,2,4,2,0,1,0,0,0,0,253,0,8,261,658,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2823,C,1,0,C01,0,6,7,1,28,7,60,100,15,2,5,0,0,0,0,0,0,0,231,1,7,239,658,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2823,C,2,0,C02,0,6,3,1,30,8,40,114,9,3,5,0,0,0,0,0,0,0,219,0,5,224,658,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2823,C,3,0,C03,0,6,7,0,32,5,62,107,11,2,6,2,0,2,0,0,0,0,242,0,12,254,658,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2823,C,4,0,C04,0,8,8,2,38,2,60,103,15,1,3,3,0,0,0,0,0,0,243,0,8,251,658,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2823,C,5,0,C05,0,8,10,1,34,5,56,107,9,0,6,0,0,2,0,0,0,0,238,0,4,242,657,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2824,B,1,0,B,0,4,2,2,39,3,50,87,5,2,7,1,0,0,0,0,0,0,202,0,6,208,599,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2824,C,1,0,C01,0,5,2,5,49,5,52,88,6,0,8,0,2,0,0,0,0,0,222,0,1,223,598,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2825,B,1,0,B,0,8,4,1,38,4,86,101,12,3,9,1,1,0,0,0,0,0,268,0,9,277,553,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2825,C,1,0,C01,0,9,5,1,30,5,68,121,13,0,7,3,0,1,0,0,0,0,263,0,5,268,552,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2825,C,2,0,C02,0,4,6,2,32,4,84,117,7,2,8,1,0,0,0,0,0,0,267,0,5,272,552,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2826,B,1,0,B,0,5,6,2,42,7,78,157,6,2,16,0,0,0,1,0,0,0,322,0,6,328,709,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2826,C,1,0,C01,0,8,5,2,45,4,82,116,4,0,11,3,0,0,2,0,0,0,282,0,8,290,709,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2826,C,2,0,C02,0,5,2,1,44,7,79,132,6,0,13,1,0,2,0,0,0,0,292,0,8,300,709,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2826,C,3,0,C03,0,8,5,0,38,5,74,122,5,1,6,2,0,0,0,0,0,0,266,0,10,276,709,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2826,C,4,0,C04,0,3,9,3,44,10,84,119,2,2,11,1,0,0,0,0,0,0,288,1,11,300,708,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2827,B,1,0,B,0,6,6,2,41,5,56,75,18,3,3,0,2,0,0,0,0,0,217,0,13,230,636,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2827,C,1,0,C01,0,10,8,0,37,6,55,105,12,0,7,1,0,0,0,0,0,0,241,0,14,255,636,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2827,C,2,0,C02,0,7,9,1,35,5,55,85,10,2,10,0,0,1,0,0,0,0,220,0,7,227,636,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2827,C,3,0,C03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2828,B,1,0,B,0,6,1,0,22,12,46,73,6,1,3,0,0,3,0,0,0,0,173,0,6,179,419,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2828,C,1,0,C01,0,0,3,0,33,8,48,82,3,0,9,1,0,0,0,0,0,0,187,0,2,189,418,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2829,B,1,0,B,0,4,1,0,27,4,47,93,6,4,4,2,0,0,0,0,1,0,193,0,9,202,526,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2829,C,1,0,C01,0,3,4,0,33,7,48,104,7,3,10,0,1,1,0,0,0,0,221,0,4,225,525,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2829,C,2,0,C02,0,4,5,0,29,6,50,95,9,4,13,1,1,0,0,0,0,0,217,1,8,226,525,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2830,B,1,0,B,0,10,9,0,34,6,47,86,6,2,13,0,0,0,0,0,0,0,213,0,9,222,522,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2830,C,1,0,C01,0,1,3,0,38,12,52,105,10,0,10,0,0,0,0,0,0,0,231,0,9,240,522,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2830,C,2,0,C02,0,5,7,1,30,15,56,91,5,1,7,0,0,0,0,0,0,0,218,0,4,222,521,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2831,B,1,0,B,0,2,3,1,18,10,59,91,4,2,13,0,1,0,1,0,0,0,205,0,7,212,523,GRUPO DE RECUENTO,ANULADA,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2831,C,1,0,C01,0,2,4,1,20,6,60,88,4,1,4,0,0,0,0,0,0,0,190,0,5,195,523,ACTA CASILLA,ANULADA,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2842,B,1,0,B,0,5,4,0,44,4,71,110,4,1,10,0,1,0,1,0,0,0,255,0,11,266,621,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2842,C,1,0,C01,0,6,6,1,41,3,54,115,6,1,21,1,0,1,0,0,0,0,256,0,6,262,620,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2844,B,1,0,B,0,6,11,0,41,8,88,134,6,0,14,2,0,1,0,0,0,0,311,0,9,320,731,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2844,C,1,0,C01,0,5,5,1,37,5,84,147,6,3,12,0,1,0,1,0,0,0,307,0,7,314,731,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2844,C,2,0,C02,0,7,11,1,39,13,103,145,4,4,20,0,0,1,0,0,0,0,348,0,0,348,731,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,2844,C,3,0,C03,0,8,7,3,47,8,94,132,6,2,15,1,1,1,0,0,0,0,325,0,5,330,730,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3000,B,1,0,B,0,5,6,2,57,10,61,157,4,0,10,1,0,2,0,0,0,0,315,0,10,325,693,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3000,C,1,0,C01,0,3,4,0,52,6,32,162,4,0,11,0,0,0,0,0,0,0,274,0,6,280,693,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3000,C,2,0,C02,0,6,9,0,42,7,41,152,9,1,16,1,0,0,1,0,0,0,285,0,7,292,692,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3001,B,1,0,B,0,5,6,1,44,2,66,70,5,0,13,1,0,1,0,0,0,0,214,0,17,231,614,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3001,C,1,0,C01,0,3,3,1,63,9,60,103,4,0,3,0,0,0,0,0,0,0,249,0,10,259,613,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3001,C,2,0,C02,0,5,5,1,50,4,33,86,3,0,4,1,0,2,0,0,0,0,194,0,16,210,613,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3001,C,3,0,C03,0,5,5,1,51,6,53,89,5,1,4,0,0,0,1,0,0,0,221,0,7,228,613,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3002,B,1,0,B,0,16,7,3,62,3,67,145,13,0,14,1,0,0,0,0,0,0,331,0,10,341,747,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3002,C,1,0,C01,0,6,7,4,55,6,61,161,10,2,13,2,0,0,1,0,0,0,328,2,11,341,746,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3002,C,2,0,C02,0,7,9,1,67,9,56,155,6,2,15,0,1,1,0,0,0,0,329,0,10,339,746,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3003,B,1,0,B,0,5,2,1,42,5,31,148,3,0,11,1,0,1,0,0,0,0,250,0,5,255,666,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3003,C,1,0,C01,0,5,3,2,51,4,43,154,8,1,11,1,0,0,0,0,0,0,283,0,13,296,665,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3003,C,2,0,C02,0,3,6,3,37,6,35,136,4,0,11,1,0,0,0,0,0,0,242,0,8,250,665,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3004,B,1,0,B,0,3,7,0,46,2,39,127,7,0,14,1,0,1,0,0,0,0,247,0,9,256,740,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3004,C,1,0,C01,0,7,4,3,57,3,40,115,3,2,6,0,0,0,1,0,0,0,241,0,11,252,740,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3004,C,2,0,C02,0,5,6,2,61,6,46,125,4,0,5,0,0,0,0,0,0,0,260,0,7,267,740,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3004,C,3,0,C03,0,5,6,0,66,6,43,94,6,1,5,2,0,2,0,0,0,0,236,0,13,249,739,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3005,B,1,0,B,0,8,10,1,42,3,46,87,10,0,12,0,1,0,0,0,0,0,220,0,15,235,599,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3005,C,1,0,C01,0,4,5,4,43,3,29,96,6,4,12,0,0,0,0,0,0,0,206,0,12,218,598,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3005,C,2,0,C02,0,4,8,2,48,3,56,94,13,2,10,1,0,0,0,0,0,0,241,0,11,252,598,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3005,C,3,0,C03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3006,B,1,0,B,0,8,8,3,49,4,64,153,6,0,17,0,0,0,0,0,0,0,312,0,14,326,737,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3006,C,1,0,C01,0,8,5,1,85,7,61,124,12,2,17,3,0,0,0,0,0,0,325,0,17,342,737,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3006,C,2,0,C02,0,5,14,2,79,10,51,127,7,3,21,1,0,0,0,0,0,0,320,1,11,332,737,ACTA CASILLA,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3007,B,1,0,B,0,3,5,5,45,9,44,79,5,1,7,1,0,0,0,0,0,0,204,0,7,211,605,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3007,C,1,0,C01,0,6,12,1,43,5,48,109,2,2,10,0,0,0,0,0,0,0,238,0,9,247,604,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3007,C,2,0,C02,0,3,3,2,59,1,36,77,5,0,11,1,0,2,0,0,0,0,200,0,12,212,604,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3008,B,1,0,B,0,6,8,2,44,6,30,122,7,0,14,1,0,1,0,0,0,0,241,0,13,254,608,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3008,C,1,0,C01,0,1,10,1,48,4,30,112,5,1,14,1,0,1,0,0,0,0,228,0,11,239,608,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3008,C,2,0,C02,0,3,7,2,47,5,25,108,6,2,14,0,0,1,0,0,0,0,220,0,10,230,608,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,12,GARCIA,18,GARCIA,3008,C,3,0,C03,0,5,1,1,39,4,22,117,8,0,16,1,0,0,0,0,0,0,214,0,10,224,607,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,0,A,18,0,VA18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,707,B,1,0,B,0,19,42,2,17,11,89,95,7,1,2,2,0,0,3,0,0,5,295,0,19,314,591,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,707,C,1,0,C01,0,17,36,0,14,15,76,107,11,3,3,0,1,1,1,0,0,1,286,0,20,306,591,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,708,B,1,0,B,0,29,16,2,13,10,92,106,10,1,2,0,0,2,0,0,0,2,285,0,19,304,645,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,708,C,1,0,C01,0,25,23,0,10,6,107,120,14,0,0,0,3,2,0,0,0,1,311,0,13,324,645,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,708,C,2,0,C02,0,26,15,0,9,16,98,124,14,0,2,0,2,2,0,0,0,0,308,0,8,316,645,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,708,C,3,0,C03,0,34,20,0,14,10,109,99,17,0,1,1,0,1,1,0,0,3,310,0,15,325,645,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,709,B,1,0,B,0,9,34,1,8,4,63,103,8,1,2,2,1,0,2,0,0,1,239,0,14,253,620,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,709,C,1,0,C01,0,13,24,2,15,9,87,102,10,1,0,0,0,2,1,0,0,2,268,0,10,278,620,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,709,C,2,0,C02,0,19,40,3,7,10,71,98,9,1,2,1,0,1,0,0,0,5,267,0,13,280,620,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,709,C,3,0,C03,0,11,27,1,5,7,106,95,8,1,2,0,0,0,0,0,0,1,264,0,12,276,619,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,710,B,1,0,B,0,32,42,2,19,4,95,120,13,2,5,2,0,4,1,0,0,1,342,0,14,356,634,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,710,C,1,0,C01,0,34,26,0,11,6,102,132,19,8,2,0,2,0,0,0,0,8,350,1,15,366,633,GRUPO DE RECUENTO,ANULADA,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,711,B,1,0,B,0,28,37,0,13,20,94,134,8,0,4,1,0,2,0,0,0,2,343,0,15,358,692,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,711,C,1,0,C01,0,29,28,2,13,16,72,127,9,3,2,1,0,2,2,0,0,5,311,0,18,329,692,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,712,B,1,0,B,0,50,42,2,20,12,108,111,15,0,0,1,2,0,0,0,0,0,363,0,10,373,746,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,712,C,1,0,C01,0,48,29,3,18,9,122,135,16,2,0,0,3,2,3,0,0,5,395,0,16,411,746,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,712,C,2,0,C02,0,32,30,2,17,3,113,113,14,0,1,0,2,2,0,0,0,7,336,0,11,347,746,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,712,C,3,0,C03,0,54,32,1,13,7,130,123,18,1,5,1,0,4,0,0,0,1,390,0,15,405,746,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,713,B,1,0,B,0,20,40,2,13,7,108,106,11,0,2,0,0,0,1,0,0,2,312,0,17,329,604,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,713,C,1,0,C01,0,19,35,0,14,12,103,103,10,0,4,1,2,0,0,0,0,3,306,0,19,325,604,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,713,C,2,0,C02,0,27,28,4,16,8,88,97,13,1,2,2,0,4,1,0,0,8,299,0,17,316,604,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,714,B,1,0,B,0,41,34,1,12,13,95,87,10,2,1,1,0,3,1,0,0,8,309,0,1,310,517,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,714,C,1,0,C01,0,22,36,2,14,12,109,77,9,3,1,2,4,2,0,0,0,2,295,0,7,302,517,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,714,C,2,0,C02,0,31,28,1,11,8,96,63,13,3,2,1,1,0,0,0,0,4,262,1,30,293,516,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,715,B,1,0,B,0,33,32,1,16,16,108,109,11,6,1,0,2,4,0,0,0,1,340,0,25,365,665,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,715,C,1,0,C01,0,22,40,0,12,11,109,102,11,2,0,0,2,1,2,0,0,3,317,0,24,341,665,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,716,B,1,0,B,0,37,39,3,15,9,75,124,13,2,0,3,2,3,3,0,0,0,328,0,12,340,613,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,716,C,1,0,C01,0,29,34,1,10,8,83,121,14,1,1,1,1,4,0,0,0,2,310,0,19,329,612,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,717,B,1,0,B,0,50,29,1,11,6,135,157,14,1,4,1,0,3,1,0,0,9,422,0,24,446,735,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,717,C,1,0,C01,0,54,29,2,19,10,151,131,18,3,0,2,0,2,1,0,0,6,428,0,22,450,734,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,718,B,1,0,B,0,31,35,1,13,5,94,83,15,0,4,0,2,2,1,0,0,1,287,0,12,299,527,ACTA CASILLA,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,718,C,1,0,C01,0,31,34,1,10,8,86,83,12,2,4,4,3,4,2,0,0,2,286,0,21,307,527,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,718,C,2,0,C02,0,23,35,3,8,9,91,100,14,1,1,0,1,1,0,0,0,5,292,0,13,305,527,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,719,B,1,0,B,0,45,28,0,24,11,105,114,25,3,2,1,3,7,2,0,0,5,375,0,14,389,707,GRUPO DE RECUENTO,,,
