CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MA,FXMG,PSG,PES,PAC,MLGRO,PBG,REGENERACION,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2429,B,1,0,B,0,124,32,3,3,5,44,158,1,0,0,0,2,0,1,0,0,1,0,0,4,0,0,0,378,0,5,383,591,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2430,B,1,0,B,0,61,8,2,5,5,55,69,2,0,0,0,1,1,1,0,1,1,0,0,5,0,1,0,218,0,0,218,380,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2430,C,1,0,C01,0,64,11,1,1,2,42,68,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,196,0,13,209,379,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2431,B,1,0,B,0,86,18,4,6,5,135,76,3,0,0,0,1,0,1,0,2,0,2,0,0,0,0,1,340,0,9,349,527,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2432,B,1,0,B,0,29,1,4,4,3,32,79,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,159,0,5,164,257,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2433,B,1,0,B,0,100,8,0,1,2,48,110,0,0,0,0,0,0,1,6,3,0,0,0,9,8,0,2,298,0,5,303,506,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2433,C,1,0,C01,0,96,4,3,5,5,68,126,0,0,0,0,0,0,0,2,3,0,0,0,0,5,2,3,322,0,11,333,506,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2434,B,1,0,B,0,127,3,0,13,5,55,140,4,0,1,1,1,1,1,3,5,4,2,0,4,3,2,2,377,0,14,391,581,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2434,C,1,0,C01,0,135,2,2,7,1,43,131,0,0,1,0,0,0,2,4,0,1,0,0,5,0,1,0,335,0,24,359,581,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2435,B,1,0,B,0,17,11,2,1,0,37,16,1,0,0,1,1,0,2,0,3,1,0,0,0,0,0,0,93,0,5,98,158,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2436,B,1,0,B,0,51,8,1,3,3,41,54,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167,0,8,175,296,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2437,B,1,0,B,0,75,10,5,5,3,103,153,12,0,0,0,1,0,1,2,5,0,0,0,5,0,0,2,382,0,22,404,682,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2438,B,1,0,B,0,74,12,2,2,5,41,93,3,0,0,2,2,1,0,1,3,0,1,0,1,0,0,0,243,0,9,252,418,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2438,C,1,0,C01,0,68,3,1,2,4,38,108,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,235,1,12,248,418,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2439,B,1,0,B,0,63,13,2,7,5,71,99,6,0,0,1,3,4,1,0,3,0,0,0,5,0,0,0,283,0,13,296,518,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2439,C,1,0,C01,0,68,15,2,9,5,66,100,16,0,0,1,9,6,0,0,4,0,0,0,2,0,0,1,304,0,11,315,518,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2440,B,1,0,B,0,84,3,5,3,2,45,107,4,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1,272,0,8,280,405,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2441,B,1,0,B,0,79,6,0,1,0,70,52,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,213,0,12,225,335,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2442,B,1,0,B,0,75,4,4,2,6,32,106,4,0,0,1,0,0,0,0,3,3,0,0,4,0,1,2,247,0,12,259,435,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2442,C,1,0,C01,0,65,5,1,4,2,31,119,5,0,0,0,0,0,0,0,2,0,1,0,8,0,3,0,246,0,12,258,435,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2443,B,1,0,B,0,205,6,1,6,3,79,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,363,0,12,375,583,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2444,B,1,0,B,0,72,19,5,9,5,49,120,6,0,2,0,1,0,1,1,2,10,0,0,8,0,1,3,314,0,12,326,549,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2444,C,1,0,C01,0,69,27,7,12,4,44,105,6,0,0,0,1,0,3,0,6,4,0,0,7,3,0,1,299,0,22,321,548,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2445,B,1,0,B,0,78,4,6,5,5,33,64,2,0,0,1,0,2,4,1,2,0,1,0,2,0,0,0,210,0,16,226,442,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2445,C,1,0,C01,0,70,4,2,5,1,45,91,2,0,0,0,0,1,2,0,4,2,0,0,0,0,0,0,229,0,14,243,442,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2446,B,1,0,B,0,29,8,24,9,0,93,155,4,0,1,0,0,2,1,1,1,0,0,0,3,0,0,0,331,0,36,367,607,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2446,C,1,0,C01,0,26,9,21,8,6,86,161,7,0,0,0,2,2,8,1,1,0,1,0,3,0,0,0,342,0,31,373,606,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2447,B,1,0,B,0,135,8,7,13,4,64,79,14,0,0,1,0,0,2,0,2,0,0,0,5,1,1,0,336,0,21,357,688,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2447,C,1,0,C01,0,124,5,18,10,7,52,93,25,0,0,0,2,0,0,1,1,0,0,0,4,1,0,1,344,0,24,368,687,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2448,B,1,0,B,0,174,4,6,9,4,96,100,11,0,0,2,1,0,3,0,1,0,1,0,0,0,0,0,412,1,18,431,734,ACTA CASILLA,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2448,C,1,0,C01,0,183,8,3,4,5,79,91,18,0,0,1,1,0,2,2,1,2,0,0,0,0,0,0,400,0,16,416,734,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2449,B,1,0,B,0,57,5,1,5,5,14,72,3,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,169,0,5,174,326,GRUPO DE RECUENTO,,,
4,12,GUERRERO,23,CIUDAD DE HUITZUCO,60,TEPECOACUILCO DE TRUJANO,2450,B,1,0,B,0,75,6,2,7,6,63,8,10,0,1,1,0,0,1,1,8,0,1,0,7,0,1,0,198,0,18,216,650,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1719,B,1,0,B,0,4,30,117,17,51,24,169,4,2,1,1,1,0,1,0,3,0,0,0,12,0,0,0,437,1,35,473,662,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1719,C,1,0,C01,0,1,29,131,15,52,25,174,1,0,0,0,0,0,1,1,5,0,0,0,8,3,2,0,448,0,15,463,662,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1720,B,1,0,B,0,4,26,91,25,47,32,148,0,0,1,1,0,0,1,1,6,0,1,2,6,0,5,1,398,0,25,423,638,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1720,C,1,0,C01,0,4,24,106,11,39,18,159,1,0,0,0,1,1,2,0,3,0,0,0,11,6,2,1,389,0,19,408,637,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1721,B,1,0,B,0,4,16,88,21,43,30,145,0,0,0,2,1,0,2,1,0,2,0,1,13,3,4,0,376,1,3,380,620,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1721,C,1,0,C01,0,3,19,104,17,41,27,141,0,0,0,3,1,0,3,0,0,0,1,0,7,3,2,3,375,1,33,409,620,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1722,B,1,0,B,0,0,64,82,42,1,21,13,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,226,0,14,240,327,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1723,B,1,0,B,0,4,141,80,18,3,23,67,0,0,1,0,1,1,3,2,0,0,0,0,1,1,0,0,346,0,21,367,553,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1724,B,1,0,B,0,2,10,72,37,8,51,49,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,1,241,0,16,257,459,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1725,B,1,0,B,0,1,3,126,16,7,42,32,0,0,1,0,0,1,2,0,0,0,0,2,1,2,1,0,237,0,19,256,460,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1725,C,1,0,C01,0,1,6,137,11,6,43,23,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,233,0,19,252,460,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1726,B,1,0,B,0,0,32,141,18,6,13,90,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,0,307,0,11,318,545,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1727,B,1,0,B,0,3,6,102,29,13,66,92,0,0,1,1,1,0,2,0,3,0,0,1,3,5,0,2,330,0,17,347,671,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1727,C,1,0,C01,0,3,4,129,23,16,46,76,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,304,0,26,330,671,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1727,C,2,0,C02,0,1,6,129,17,18,61,76,1,0,0,0,1,0,0,0,0,0,2,0,5,1,1,2,321,0,18,339,671,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1728,B,1,0,B,0,0,3,56,7,3,4,44,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,120,0,5,125,225,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1729,B,1,0,B,0,2,40,57,13,9,32,92,0,0,0,0,0,0,1,0,3,0,0,0,2,1,0,2,254,0,15,269,418,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1730,B,1,0,B,0,2,8,63,11,17,16,64,0,0,0,0,0,0,1,1,2,0,0,6,4,1,1,1,198,0,9,207,284,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1731,B,1,0,B,0,3,40,41,23,44,7,85,1,0,0,1,0,1,2,0,0,2,0,1,4,0,1,0,256,0,8,264,406,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1732,B,1,0,B,0,3,42,109,16,29,49,95,0,0,1,0,1,1,5,0,3,1,2,3,2,2,0,0,364,0,22,386,576,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1732,C,1,0,C01,0,3,40,82,17,31,53,93,1,0,0,3,2,1,2,1,0,0,0,3,4,0,3,0,339,0,33,372,575,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1732,C,2,0,C02,0,6,41,83,115,30,56,105,1,0,0,4,0,1,1,0,1,0,0,3,1,4,0,0,452,0,15,467,575,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1733,B,1,0,B,0,7,78,102,9,34,66,69,0,0,0,0,0,0,0,1,2,0,0,1,0,4,1,0,374,0,24,398,608,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1733,C,1,0,C01,0,8,65,116,19,32,74,52,0,0,0,0,1,0,0,0,1,0,2,2,3,5,2,0,382,0,35,417,608,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1733,C,2,0,C02,0,8,76,87,15,36,85,69,0,0,2,2,2,0,1,0,0,0,0,1,1,3,2,0,390,0,33,423,607,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1734,B,1,0,B,0,5,67,114,17,15,87,79,2,0,0,3,1,0,3,1,2,1,0,1,3,2,0,0,403,0,33,436,644,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,43,MARTIR DE CUILAPAN,1734,C,1,0,C01,0,4,75,94,12,19,86,110,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,405,0,25,430,643,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1764,B,1,0,B,0,5,20,90,91,2,5,31,1,0,1,1,6,0,2,0,4,0,0,0,5,1,2,5,272,1,41,314,523,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1764,C,1,0,C01,0,6,17,88,95,7,6,57,4,0,1,1,6,1,2,0,3,1,1,1,5,0,0,2,304,1,13,318,523,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1765,B,1,0,B,0,6,18,80,95,7,7,61,1,0,4,0,3,0,0,0,1,0,0,0,4,1,0,5,293,0,18,311,516,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1765,C,1,0,C01,0,3,20,80,97,5,6,62,2,0,3,0,3,0,2,1,6,1,1,1,4,2,0,2,301,0,17,318,516,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1766,B,1,0,B,0,2,17,75,101,3,7,57,1,0,2,0,8,0,1,0,2,0,0,0,4,2,0,1,283,0,22,305,553,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1766,C,1,0,C01,0,6,15,79,108,8,8,45,1,0,4,0,16,0,2,0,5,0,0,1,6,3,0,3,310,0,15,325,552,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1767,B,1,0,B,0,7,18,70,0,5,1,55,0,0,2,0,10,0,4,2,3,0,0,0,3,2,1,8,191,1,27,219,552,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1767,C,1,0,C01,0,7,19,90,94,1,5,56,0,0,8,1,8,0,0,0,5,0,0,2,5,2,0,3,306,1,20,327,552,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1767,C,2,0,C02,0,6,14,93,100,2,4,33,0,0,2,1,9,0,1,0,5,0,0,3,2,0,0,7,282,0,20,302,552,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1768,B,1,0,B,0,9,8,72,93,1,0,16,1,0,2,0,0,0,2,0,2,0,0,0,0,2,0,10,218,0,19,237,426,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1769,B,1,0,B,0,23,16,114,96,5,4,88,1,0,2,0,1,0,1,1,5,0,2,0,5,2,0,8,374,0,11,385,567,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1770,B,1,0,B,0,5,7,133,132,5,3,33,0,0,0,2,5,0,2,1,1,0,1,2,7,3,0,9,351,0,22,373,735,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1771,B,1,0,B,0,0,4,11,114,1,4,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,153,0,8,161,290,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1772,B,1,0,B,0,5,6,63,22,2,1,18,0,0,1,0,3,0,0,0,2,0,1,0,2,0,0,0,126,0,2,128,165,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1773,B,1,0,B,0,4,12,50,55,0,1,34,0,0,9,1,7,0,0,0,3,0,0,1,0,1,0,5,183,0,3,186,313,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1774,B,1,0,B,0,0,5,91,28,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,130,0,11,141,191,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1775,B,1,0,B,0,3,10,47,163,2,0,74,1,0,0,0,7,1,0,0,1,1,0,0,6,2,0,14,332,0,21,353,553,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1775,E,1,0,E01,0,0,1,7,44,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,57,0,2,59,87,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1776,B,1,0,B,0,4,22,64,149,5,2,62,0,0,0,0,1,0,2,0,1,0,0,1,2,0,0,7,322,0,15,337,573,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1777,B,1,0,B,0,2,7,53,46,1,0,15,0,0,0,0,0,0,2,0,1,0,0,2,4,0,0,1,134,0,11,145,307,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1778,B,1,0,B,0,0,3,1,46,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,55,105,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,45,MOCHITLAN,1781,B,1,0,B,0,2,1,45,28,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,8,88,177,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1973,B,1,0,B,0,1,10,166,9,4,7,66,0,0,8,0,1,1,10,0,1,0,1,6,1,0,0,0,292,0,18,310,582,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1973,C,1,0,C01,0,3,10,185,8,3,3,56,1,0,3,1,1,0,1,1,3,0,1,2,5,5,1,0,293,0,27,320,581,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1974,B,1,0,B,0,4,30,108,16,6,3,37,1,0,2,1,5,0,0,0,4,0,1,3,2,4,0,1,228,0,23,251,583,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1974,C,1,0,C01,0,4,11,153,15,4,6,49,0,0,5,0,1,0,2,0,2,2,0,3,6,2,0,1,266,0,16,282,583,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1975,B,1,0,B,0,6,9,173,21,7,9,82,0,0,4,2,1,0,1,2,1,0,1,0,4,0,0,0,323,0,29,352,724,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1975,C,1,0,C01,0,1,9,185,11,11,3,79,0,0,6,1,0,0,1,1,1,0,1,0,4,0,1,1,316,0,36,352,724,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1976,B,1,0,B,0,7,15,181,6,7,4,60,0,0,14,0,1,0,2,1,3,1,1,1,5,2,0,2,313,0,26,339,694,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1976,C,1,0,C01,0,6,26,173,12,11,3,75,0,0,0,0,1,0,0,0,3,0,0,2,1,3,0,1,317,0,24,341,693,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1976,C,2,0,C02,0,6,26,177,19,12,5,60,0,0,3,0,0,0,0,0,0,1,0,3,3,6,1,0,322,0,24,346,693,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1977,B,1,0,B,0,0,4,91,5,2,1,6,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,113,0,9,122,380,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1978,B,1,0,B,0,1,7,136,2,5,2,14,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,172,0,10,182,381,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1978,C,1,0,C01,0,3,6,136,4,4,0,15,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,174,0,13,187,380,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1979,B,1,0,B,0,8,4,148,7,3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,9,199,380,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1979,C,1,0,C01,0,9,10,144,5,4,2,16,1,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,198,0,5,203,380,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1980,B,1,0,B,0,4,30,108,16,6,3,37,1,0,2,1,5,0,0,0,4,0,1,3,2,4,0,1,228,0,23,251,451,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1980,C,1,0,C01,0,2,25,136,6,4,5,45,0,0,3,0,2,0,1,0,2,0,0,1,1,2,0,2,237,0,17,254,451,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1981,B,1,0,B,0,1,3,167,2,1,0,10,0,0,0,0,0,0,1,0,1,0,1,1,2,1,0,0,191,0,15,206,472,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1982,B,1,0,B,0,5,6,206,5,5,0,9,0,0,0,0,0,5,1,0,1,0,1,0,0,0,1,0,245,0,0,245,507,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1983,B,1,0,B,0,0,14,222,3,9,1,27,0,0,0,0,1,0,0,3,3,0,3,4,3,1,0,1,295,0,23,318,608,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1984,B,1,0,B,0,7,5,223,6,5,1,21,0,0,2,1,7,2,0,0,3,0,0,1,0,0,0,2,286,0,12,298,537,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1984,C,1,0,C01,0,1,5,202,3,4,1,32,0,0,2,0,4,0,1,1,2,0,0,1,0,1,1,1,262,0,20,282,537,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1984,C,2,0,C02,0,3,5,204,6,3,4,36,0,0,3,1,0,0,0,0,4,0,0,0,2,1,1,0,273,0,9,282,537,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1985,B,1,0,B,0,6,6,213,5,1,1,49,0,0,5,0,5,0,0,0,6,0,0,2,1,0,0,0,300,0,19,319,546,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1985,C,1,0,C01,0,3,7,229,229,0,5,5,2,0,0,0,3,0,3,0,4,0,3,1,1,0,1,0,496,0,12,508,546,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1986,B,1,0,B,0,3,12,153,7,3,0,20,0,0,2,0,1,0,0,1,4,0,0,0,0,0,0,0,206,0,6,212,412,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1986,C,1,0,C01,0,4,14,169,3,3,0,15,0,0,2,1,1,2,0,0,1,0,0,1,0,1,0,1,218,0,13,231,412,GRUPO DE RECUENTO,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1988,B,1,0,B,0,4,33,253,3,1,1,17,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,331,0,7,338,672,ACTA CASILLA,,,
4,12,GUERRERO,24,TIXTLA,52,QUECHULTENANGO,1989,B,1,0,B,0,3,7,92,5,4,1,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,135,0,12,147,271,ACTA CASILLA,,,
