CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,PAN_PRI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1039,C,1,0,C01,0,6,20,9,14,39,76,248,0,1,2,3,1,419,0,5,424,576,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1039_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1039,S,1,0,S01,0,1,9,7,7,20,31,166,3,0,2,1,0,247,0,2,249,0,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1039_SMR01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1040,B,1,0,B,0,5,11,9,19,14,168,185,5,1,3,3,0,423,0,10,433,513,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1040_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1040,C,1,0,C01,0,5,10,8,15,10,73,191,6,3,1,1,0,323,0,32,355,512,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1040_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1040,C,2,0,C02,0,4,12,8,19,21,62,175,5,2,1,1,0,310,0,17,327,512,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1040_C02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1041,B,1,0,B,0,2,6,1,32,15,43,155,2,0,3,1,0,260,1,10,271,397,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1041_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1041,C,1,0,C01,0,1,8,3,51,7,57,150,2,0,1,0,0,280,0,11,291,397,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1041_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1042,B,1,0,B,0,4,0,7,38,27,48,208,0,0,0,0,0,332,0,25,357,647,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1042_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1042,C,1,0,C01,0,1,3,7,22,17,31,249,14,0,0,2,0,346,0,13,359,647,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1042_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1043,B,1,0,B,0,1,2,0,4,7,21,63,6,0,0,0,0,104,0,5,109,192,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1043_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1044,B,1,0,B,0,4,6,12,25,13,54,181,0,0,1,1,0,297,0,9,306,525,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1044_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1044,C,1,0,C01,0,3,5,6,19,11,57,178,0,2,1,2,0,284,0,17,301,525,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1044_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1044,C,2,0,C02,0,2,6,4,31,10,43,179,0,1,5,1,0,282,0,7,289,525,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1044_C02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1045,B,1,0,B,0,3,1,7,16,15,54,246,3,2,6,1,0,354,0,16,370,643,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1045_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1046,B,1,0,B,0,0,2,26,31,21,70,222,7,5,5,4,10,403,0,19,422,650,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1046_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1046,C,1,0,C01,0,0,12,19,35,18,95,208,1,0,1,0,0,389,0,16,405,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1046_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1047,B,1,0,B,0,1,1,6,11,19,40,180,0,0,0,0,0,258,0,7,265,388,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1047_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1048,B,1,0,B,0,1,4,4,15,8,36,96,2,2,0,4,0,172,0,12,184,371,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1048_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1049,B,1,0,B,0,0,17,4,29,22,58,165,3,0,0,0,0,298,0,19,317,533,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1049_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1049,C,1,0,C01,0,4,13,12,36,24,45,200,0,0,0,0,0,334,0,25,359,532,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1049_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1049,C,2,0,C02,0,1,7,8,19,20,59,169,1,0,1,4,0,289,0,16,305,532,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1049_C02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1049,E,1,0,E01,0,0,1,2,5,4,35,80,4,1,1,0,0,133,0,8,141,206,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1049_E01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1050,B,1,0,B,0,8,14,6,46,38,29,177,6,3,2,2,0,331,0,22,353,615,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1050_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1050,C,1,0,C01,0,2,5,4,31,38,37,223,3,0,0,0,0,343,0,17,360,614,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1050_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1050,E,1,0,E01,0,7,22,11,81,26,10,234,2,0,0,1,0,394,0,16,410,534,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1050_E01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1051,B,1,0,B,0,2,10,3,36,10,33,163,4,0,1,0,0,262,0,8,270,459,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1051_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1051,C,1,0,C01,0,1,8,4,17,17,212,3,0,0,0,0,0,262,0,16,278,459,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1051_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1051,E,1,0,E01,0,2,4,4,14,5,16,155,2,0,5,0,0,207,0,9,216,346,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1051_E01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1051,E,2,0,E02,0,6,1,11,24,35,22,239,2,2,2,0,0,344,0,15,359,457,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1051_E02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1051,E,3,0,E03,0,9,8,4,32,13,18,189,8,0,4,0,1,286,0,10,296,454,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1051_E03.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1052,B,1,0,B,0,1,11,3,22,43,33,207,1,1,2,2,0,326,0,17,343,589,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1052_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1052,C,1,0,C01,0,6,8,3,23,45,45,211,4,2,0,1,0,348,0,17,365,589,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1052_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1052,C,2,0,C02,0,4,6,3,19,29,30,248,2,2,3,1,0,347,0,14,361,588,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1052_C02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1053,B,1,0,B,0,1,9,12,13,31,43,262,10,1,2,3,0,387,0,13,400,642,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1053_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1053,C,1,0,C01,0,3,10,12,20,25,0,236,5,3,3,0,0,317,0,21,338,642,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1053_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1053,C,2,0,C02,0,5,14,0,22,30,43,243,3,1,0,7,1,369,0,13,382,641,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1053_C02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1054,B,1,0,B,0,1,8,7,17,14,45,218,0,0,0,0,0,310,0,34,344,481,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1054_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1054,C,1,0,C01,0,2,5,2,28,20,34,203,0,0,0,0,0,294,0,37,331,480,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1054_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1054,E,1,0,E01,0,1,1,0,6,4,19,47,0,0,0,0,0,78,0,17,95,219,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1054_E01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1055,B,1,0,B,0,0,24,16,22,25,52,173,11,2,1,3,1,330,0,14,344,571,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1055_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1055,C,1,0,C01,0,8,17,13,37,11,35,174,7,3,1,2,0,308,0,14,322,571,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1055_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1055,C,2,0,C02,0,3,9,19,41,20,31,197,2,1,4,1,0,328,0,17,345,571,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1055_C02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1056,B,1,0,B,0,1,1,3,18,10,24,243,0,0,0,0,0,300,0,12,312,488,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1056_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1056,C,1,0,C01,0,3,1,11,19,21,21,243,1,1,0,0,0,321,0,15,336,488,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1056_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1056,E,1,0,E01,0,2,2,8,26,11,28,124,5,2,2,1,1,212,1,8,221,392,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1056_E01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1056,E,1,1,E01C01,0,3,6,5,14,14,21,134,5,0,2,1,0,205,3,17,225,392,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1056_E01C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1057,B,1,0,B,0,1,3,1,15,10,36,160,7,0,5,0,0,238,0,15,253,395,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1057_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1057,C,1,0,C01,0,0,5,3,10,5,36,143,2,0,0,0,0,204,0,10,214,394,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1057_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1058,B,1,0,B,0,2,12,3,32,17,48,187,5,5,0,2,0,313,0,16,329,554,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1058_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1058,C,1,0,C01,0,1,24,3,35,23,36,190,7,1,2,1,0,323,0,14,337,553,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1058_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1059,B,1,0,B,0,0,5,5,4,8,66,183,6,1,0,1,0,279,0,18,297,444,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1059_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1059,C,1,0,C01,0,1,9,2,17,9,66,187,2,3,1,1,0,298,0,18,316,444,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1059_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1060,B,1,0,B,0,6,9,11,18,35,197,220,0,0,0,0,0,496,0,10,506,580,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1060_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1060,C,1,0,C01,0,3,8,13,26,37,111,208,4,2,0,2,0,414,1,16,431,579,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1060_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1060,E,1,0,E01,0,1,5,4,17,11,45,194,6,3,1,2,0,289,0,17,306,446,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1060_E01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1061,B,1,0,B,0,1,4,14,11,27,61,140,1,2,1,0,0,262,0,12,274,400,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1061_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1061,C,1,0,C01,0,1,6,7,14,38,72,128,0,0,0,0,0,266,0,12,278,399,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1061_C01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1061,E,1,0,E01,0,0,3,0,8,15,32,179,81,0,0,2,0,320,0,4,324,301,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1061_E01.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1061,E,2,0,E02,0,1,2,6,18,26,63,295,0,0,0,0,0,411,0,37,448,668,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1061_E02.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1062,B,1,0,B,0,2,4,4,24,6,41,185,2,2,1,0,0,271,0,10,281,408,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1062_B.jpg
3,27,TABASCO,20,TEAPA,15,TACOTALPA,1062,C,1,0,C01,0,2,3,4,25,17,43,196,7,1,4,1,0,303,0,10,313,407,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1062_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1063,B,1,0,B,0,3,10,8,19,41,49,195,10,1,0,2,0,338,0,11,349,612,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1063_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1063,C,1,0,C01,0,0,36,12,15,80,27,176,8,1,1,2,0,358,0,18,376,612,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1063_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1063,C,2,0,C02,0,2,9,7,13,56,46,177,3,0,1,2,0,316,0,11,327,612,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1063_C02.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1063,C,3,0,C03,0,3,8,4,9,55,37,185,10,1,2,2,1,317,1,14,332,612,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1063_C03.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1064,B,1,0,B,0,2,4,5,13,78,30,252,5,0,0,0,0,389,0,10,399,709,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1064_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1064,C,1,0,C01,0,5,5,6,15,55,37,244,6,2,3,1,0,379,0,10,389,709,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1064_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1064,C,2,0,C02,0,3,9,7,9,84,18,233,2,0,2,3,0,370,2,10,382,708,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1064_C02.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1065,B,1,0,B,0,4,2,12,10,74,23,225,3,0,1,3,0,357,0,10,367,692,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1065_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1065,C,1,0,C01,0,3,5,6,13,63,21,234,7,0,3,4,0,359,0,13,372,692,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1065_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1066,B,1,0,B,0,3,7,5,7,37,12,198,0,0,0,0,0,269,0,28,297,523,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1066_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1066,C,1,0,C01,0,4,3,5,11,32,16,200,8,0,2,1,0,282,0,8,290,523,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1066_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1066,C,2,0,C02,0,3,9,7,16,40,13,201,5,1,1,1,0,297,0,3,300,523,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1066_C02.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1067,B,1,0,B,0,3,6,6,10,57,32,220,6,0,0,0,0,340,0,9,349,709,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1067_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1067,C,1,0,C01,0,3,6,2,8,38,25,213,1,0,0,1,0,297,0,11,308,709,Acta del consejo,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1067_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1067,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,Acta del consejo,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1067_C02.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1067,C,3,0,C03,0,4,5,8,13,41,29,184,6,1,5,3,0,299,1,8,308,708,Acta del consejo,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1067_C03.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1069,B,1,0,B,0,13,7,6,12,54,36,241,3,2,0,8,1,383,0,12,395,615,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1069_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1069,C,1,0,C01,0,9,16,13,8,31,31,252,5,0,1,4,0,370,0,9,379,614,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1069_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1070,B,1,0,B,0,7,11,14,15,52,38,289,4,0,2,3,1,436,0,10,446,710,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1070_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1070,C,1,0,C01,0,5,12,8,17,77,38,256,7,2,1,2,1,426,2,11,439,709,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1070_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1071,B,1,0,B,0,5,13,8,14,30,26,240,4,2,0,2,0,344,0,9,353,572,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1071_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1071,C,1,0,C01,0,4,13,16,7,51,22,246,2,0,2,3,0,366,0,9,375,571,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1071_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1072,B,1,0,B,0,7,10,9,10,58,26,194,5,0,0,3,1,323,0,16,339,541,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1072_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1072,C,1,0,C01,0,4,18,9,17,37,22,229,7,0,4,2,0,349,3,6,358,541,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1072_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1072,C,2,0,C02,0,2,6,13,21,44,28,184,1,0,0,0,0,299,0,13,312,541,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1072_C02.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1073,B,1,0,B,0,3,7,18,11,41,20,207,1,2,1,0,1,312,0,10,322,509,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1073_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1073,C,1,0,C01,0,4,5,6,9,41,22,220,0,0,0,0,0,307,0,17,324,508,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1073_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1073,C,2,0,C02,0,7,11,8,8,38,39,214,0,0,0,0,0,325,0,10,335,508,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1073_C02.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1074,B,1,0,B,0,5,12,14,17,58,39,224,0,0,0,0,1,370,2,11,383,581,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1074_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1074,C,1,0,C01,0,7,13,15,14,45,32,201,7,2,1,1,0,338,0,12,350,581,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1074_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1075,B,1,0,B,0,3,6,3,11,53,18,202,4,2,5,3,0,310,0,22,332,579,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1075_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1076,B,1,0,B,0,2,1,6,0,67,30,171,2,0,11,4,0,294,0,4,298,479,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1076_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1076,C,1,0,C01,0,1,5,4,12,56,26,170,1,2,1,0,0,278,0,7,285,478,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1076_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1077,B,1,0,B,0,2,1,4,14,73,9,227,12,0,1,6,0,349,0,8,357,554,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1077_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1077,C,1,0,C01,0,2,3,4,5,73,10,250,9,5,2,4,0,367,0,5,372,553,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1077_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1077,E,1,0,E01,0,2,2,4,5,11,6,41,3,3,0,0,0,77,0,10,87,145,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1077_E01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1078,B,1,0,B,0,6,12,2,10,79,21,214,4,1,3,1,1,354,0,16,370,646,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1078_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1078,C,1,0,C01,0,5,6,4,14,61,12,263,1,2,1,2,0,371,0,14,385,646,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1078_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1079,B,1,0,B,0,3,12,7,10,71,21,190,4,1,0,4,0,323,0,15,338,642,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1079_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1079,C,1,0,C01,0,3,5,6,10,94,18,175,0,0,0,0,0,311,0,13,324,641,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1079_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1080,B,1,0,B,0,1,7,14,7,123,23,141,2,0,1,3,1,323,0,21,344,624,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1080_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1080,C,1,0,C01,0,2,3,11,14,73,21,162,4,4,0,6,0,300,0,30,330,624,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1080_C01.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1081,B,1,0,B,0,1,2,4,9,85,25,154,1,0,1,2,0,284,0,10,294,553,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1081_B.jpg
3,27,TABASCO,20,TEAPA,16,TEAPA,1081,C,1,0,C01,0,0,0,0,0,91,22,138,6,0,1,0,0,258,0,0,258,553,Acta casilla,,,http://iepct.mx/computos/2024/GUB/20/acta_casilla_consejo/GUB_1081_C01.jpg
